lemma,upos,doc_count,total_count,mean_count,max_count,category,notes,pos_group,suggested_category_ChatGPT,suggested_category_Claude,notes_Claude,top_subjects,top_objects,top_comps,top_obls,top_noun_roles,top_head_verbs,top_amod,top_compound
interface,NOUN+PROPN,2,2,1.0,1,,,NOUN,,TECH,,,,,,obl:2,create:1,various:1 | shoppable:1,design:1
interlocutor,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,parataxis:1 | obl:1,use:2,philosophical:1,
introduction,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,rewrite:1 | craft:1,,
invoice,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | conj:1,create:1,,
iron,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | obl:1,change:1,wring:1,
jazz,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | compound:1,,,
junk,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | compound:1,,,
key,NOUN+PROPN,2,2,1.0,1,,,NOUN,,ARTIFACT,Polysemous: solution vs musical element vs device,research:1,they:1,,process:1 | that:1,nmod:1 | parataxis:1,do:1,,
knit,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,piece:1,,,,root:1 | compound:1,,,
knob,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,turn:2,,
know,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,I:66 | you:11 | who:9 | it:7 | they:7,how:13 | what:12 | thing:4 | it:3 | anything:3,good:5 | say:4 | have:4 | be:3 | use:3,example:2 | I:1 | process:1 | AI:1 | word:1,compound:2,,ill:1 | technical:1,
labor,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:2,offshor:1 | save:1,cheap:1,
learner,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:2,,,
listener,NOUN+PROPN,2,2,1.0,1,,,NOUN,,AGENT,,,,,,conj:1 | obj:1,want:1,ideal:1,
livelihood,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | nmod:1,ruin:1,,
logic,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | compound:1,,,
logline,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | obl:1,come:1,,
luddite,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,acl:1 | compound:1,,,
macrame,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | compound:1,,,
magic,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | obl:1,write:1,,
makeup,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
mansion,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | appos:1,,,end:1
mark,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | conj:1,take:1,,minute:1
meaning,NOUN+PROPN,2,2,1.0,1,,,NOUN,,CONCEPT,,,,,,conj:1 | vocative:1,,,
means,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:2,profit:1 | find:1,necessary:1,
meeting,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | compound:1,,,figure:1
melody,NOUN+PROPN,2,2,1.0,1,,,NOUN,,ARTIFACT,,,,,,conj:1 | compound:1,,,
membership,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:2,,Prime:1,Amazon:1 | union:1
memoir,NOUN+PROPN,2,2,1.0,1,,,NOUN,,ARTIFACT,,,,,,obl:1 | compound:1,work:1,,
mentor,NOUN+PROPN,2,2,1.0,1,,,NOUN,,AGENT,,,,,,nsubj:1 | obl:1,call:1 | act:1,,
menu,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:2,use:1 | look:1,,sketch:1
mini,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
mission,NOUN+PROPN,2,2,1.0,1,,,NOUN,,CONCEPT,,,,,,conj:1 | compound:1,,,
mix,NOUN+PROPN,2,2,1.0,1,,,NOUN,,ARTIFACT,,it:1 | I:1,music:2 | genre:2 | plugin:1 | audio:1 | color:1,,studio:1 | fact:1 | future:1 | audio:1,compound:1 | obl:1,add:1,,
mixture,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,root:1 | obj:1,do:1,,
modification,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | nmod:1,make:1,,
montage,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:2,,,film:1
morale,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,boost:2,,
move,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,I:8 | it:1,forward:2 | person:1 | more:1 | way:1 | it:1,slow:1,scene:3 | front:1 | that:1 | project:1 | way:1,obl:1 | obj:1,have:1 | make:1,overseas:1,
multimedia,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | compound:1,integrate:1,more:1,
mushroom,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | conj:1,paint:1,,
newsletter,NOUN+PROPN,2,2,1.0,1,,,NOUN,,ARTIFACT,,,,,,obj:1 | nmod:1,include:1,,neighborhood:1
non-fiction,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
non-writer,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nsubj:1 | iobj:1,churn:1 | give:1,,
notion,NOUN+PROPN,2,2,1.0,1,,,NOUN,,TECH,,,,,,obl:1 | compound:1,get:1,preconcieved:1,
novelty,NOUN+PROPN,2,2,1.0,1,,,NOUN,,CONCEPT,,,,,,obl:2,,fun:1,
npc,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,create:1 | give:1,unique:1,
occupation,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | conj:1,stay:1,give:1,
organizing,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | compound:1,work:1,,
out,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | conj:1,allow:1,draw:1,
oversight,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | nmod:1,need:1,human:1,
pair,NOUN+PROPN,2,2,1.0,1,,,NOUN,,DISCOURSE,,,,,OpenPose:1,obj:2,do:1 | have:1,commission:1 | second:1,
panel,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | obl:1,use:1,main:1 | front:1,control:1
pantser,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | conj:1,know:1,,
paperback,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:2,,,
parenthesis,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,use:2,,
park,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1 | nmod:1,,,ball:1
pass,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,work:1 | job:1 | they:1 | AI:1,,own:2 | AI:1 | way:1 | work:1,obj:1 | obl:1,take:1 | turn:1,first:2,
passing,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:2,mention:2,,
peer,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | acl:relcl:1,bounce:1,,
perception,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,shift:1 | diminish:1,,brand:1
pipeline,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | obj:1,help:1 | make:1,,3d:1
plagiarism,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:2,,,
planet,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | obj:1,develop:1,livable:1,
playing,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
pleasure,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,root:2,,,
politics,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,appos:1 | conj:1,,,
population,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | nmod:1,talk:1,,
portrait,NOUN+PROPN,2,2,1.0,1,,,NOUN,,ARTIFACT,,,,,,compound:1 | nsubj:1,have:1,,
position,NOUN+PROPN,2,2,1.0,1,,,NOUN,,CONTEXT,,I:1,that:1,,way:1,obj:2,find:1 | take:1,freelance:1,
pre-production,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | obl:1,include:1 | do:1,,
premise,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,ask:1 | put:1,basic:2,
present,NOUN+PROPN,2,2,1.0,1,,,NOUN,,DISCOURSE,,it:2 | I:2 | theory:1 | AI:1 | llm:1,information:4 | it:3 | idea:3 | that:1 | problem:1,,way:3 | that:1 | which:1 | suggestion:1 | client:1,nsubj:1 | obl:1,be:1,first:1,person:1
press,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,I:3,that:1 | it:1,send:1,time:1,nmod:1 | compound:1,,bad:1,
pressure,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:2,,,
price,NOUN+PROPN,2,2,1.0,1,,,NOUN,,CONTEXT,,,,,,compound:1 | nmod:1,,good:1,
printer,NOUN+PROPN,2,2,1.0,1,,,NOUN,,TECH,,,,,,obl:2,print:1,,home:1
prize,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | nsubj:1,give:1,,adult:1
programming,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,production:1,,start:1,obl:1 | compound:1,use:1,,
promotion,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | obj:1,use:1 | require:1,,
proposal,NOUN+PROPN,2,2,1.0,1,,,NOUN,,CONTEXT,,,,,,conj:1 | nmod:1,,,campaign:1
prototyping,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
push,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,I:2 | AI:2 | it:1 | you:1,button:2 | it:1 | thing:1 | boundary:1 | limit:1,,template:1 | way:1 | towards:1 | part:1 | what:1,nsubj:1 | obj:1,be:1 | need:1,extra:1,
puzzle,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | obj:1,contain:1,,
randomness,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nsubj:1 | obj:1,be:1 | pull:1,less:1 | true:1,
rate,NOUN+PROPN,2,2,1.0,1,,,NOUN,,RESOURCE,,,,,,obl:2,cost:1 | pitch:1,typical:1 | high:1,hit:1
read,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,I:16 | it:2 | video:1 | that:1 | who:1,it:6 | article:4 | book:3 | novel:3 | that:2,Pov:1 | follow:1 | likely:1,example:2 | media:1 | philosophy:1 | they:1 | context:1,compound:1 | obl:1,make:1,,
realism,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | obl:1,add:1 | need:1,,
realm,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:2,have:1 | fall:1,,
reflection,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | nsubj:1,encourage:1,additional:1 | creative:1,
rein,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,give:1 | hand:1,free:1,
relative,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nsubj:2,do:1 | want:1,,
relevance,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:2,,,
reluctance,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:2,,,
reporter,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,root:1 | nmod:1,,,
reservation,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nsubj:1 | obj:1,stem:1 | have:1,,
resume,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,tailor:1 | re-write:1,,
robot,NOUN+PROPN,2,2,1.0,1,,,NOUN,,TECH,,,,,,nmod:1 | obl:agent:1,write:1,,Terminator:1 | death:1
routine,NOUN+PROPN,2,2,1.0,1,,,NOUN,,PROCESS,,,,,,obj:1 | obl:1,establish:1 | keep:1,healthy:1,challenge:1 | writing:1
rpg,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | compound:1,,,
scheduling,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | root:1,,,
scientist,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,root:1 | appos:1,,quirky:1,
scoring,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | nmod:1,treat:1,theatrical:1,
scrapbooking,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
sculpting,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | obj:1,do:1,,
security,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | conj:1,worry:1,,job:1 | concept:1
seed,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,forward:1,,response:1,conj:1 | obl:1,,random:1,
share,NOUN+PROPN,2,2,1.0,1,,,NOUN,,RESOURCE,,I:2,idea:1 | mistrust:1 | good:1 | engagement:1 | piece:1,,time:1 | critique:1 | then:1,obl:1 | obj:1,take:1,,majority:1
shoot,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,I:2 | we:1,footage:2 | film:1 | what:1,,footage:1 | someone:1 | towards:1 | scene:1,obl:1 | conj:1,rent:1,,day:1 | engagement:1
shortcut,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | root:1,,,
shoulder,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,some:1 | weight:1,,,nmod:2,,,
signal,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
skeleton,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1 | obj:1,outline:1,basic:1,
sketch,NOUN+PROPN,2,2,1.0,1,,,NOUN,,ARTIFACT,,I:1 | you:1,design:3,,shoe:1 | day:1,compound:1 | nmod:1,,same:1,
sleep,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,forest:2,compound:1 | nmod:1,,,
slide,NOUN+PROPN,2,2,1.0,1,,,NOUN,,ARTIFACT,,,,,,obj:2,produce:1 | create:1,helpful:1,PowerPoint:1
slop,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | obl:1,call:1,commercial:1,AI:1
speech,NOUN+PROPN,2,2,1.0,1,,,NOUN,,ARTIFACT,,,,,,compound:1 | nsubj:1,,,meme:1
spell,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
spellcheck,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | conj:1,edit:1,,
split,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,moment:1 | I:1 | it:1,audio:1 | instrument:1 | text:1,second:1,track:1,obl:1 | ccomp:1,say:1,,AI:1
spreadshet,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | obl:1,inputt:1,,
standalone,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
startup,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:2,start:1 | write:1,new:1,brand:1 | teach:1
storm,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1 | nmod:1,,,ice:1
storyline,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:2,set:1 | write:1,historical:1,
streamer,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | obl:1,mention:1 | create:1,live:1,
stretch,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,analogy:1,,,compound:1 | nmod:1,,,
string,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1 | obj:1,have:1,multiple:1,
struggle,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,I:19 | it:5 | they:3 | o3:1 | AI:1,,come:3 | do:1 | give:1 | format:1 | write:1,title:2 | how:2 | instruction:2 | fact:1 | inauthenticity:1,root:1 | nmod:1,,,
study,NOUN+PROPN,2,2,1.0,1,,,NOUN,META_RESEARCH,UNCLEAR,,I:3 | who:1 | that:1,craft:1 | writing:1 | it:1,,all:1 | time:1 | PhD:1,conj:2,,actual:1 | scientific:1,
subtext,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,add:1 | cover:1,little:1,
sun,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | nsubj:1,set:1,,
surname,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,give:1 | generate:1,,character:1
swing,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | obl:1,block:1 | wait:1,downward:1,pendulum:1
syllable,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1 | obj:1,use:1,,
symbolism,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | obl:1,focus:1,,
syndrome,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | obl:1,give:1,rampant:1,object:1 | imposter:1
synopsis,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | nsubj:1,give:1 | work:1,current:1,sheet:1
tactic,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,apply:1 | compare:1,same:1 | personalize:1,
tangent,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | obl:1,go:1,creative:1,
tank,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,sale:1,,,,nmod:1 | compound:1,,,DARPA:1 | think:1
tax,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | obj:1,work:1,,
television,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | obj:1,make:1,,
tempo,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | obj:1,set:1,,
theater,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:2,,,
theatre,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | compound:1,,,
thesaurus,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | compound:1,use:1,advanced:1,
thumb,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | conj:1,have:1,,
timeline,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | conj:1,create:1,,festival:1
timesaver,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | root:1,,,
trait,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | obl:1,connect:1 | ask:1,human:1 | unique:1,personality:1
transcript,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | appos:1,paste:1,,
trap,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1 | obl:1,fall:1,,
trial,NOUN+PROPN,2,2,1.0,1,,,NOUN,,PROCESS,,,,,,obj:1 | root:1,take:1,,
truck,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1 | compound:1,cost:1,,food:1
tuning,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,it:1,,,nsubj:1 | nmod:1,,Fine:1 | fine:1,
tutorial,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1 | nmod:1,,,
ultra-violet,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
umbrella,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | nmod:1,carry:1,small:1 | speculative:1,fiction:1
uniqueness,NOUN+PROPN,2,2,1.0,1,,,NOUN,,CONCEPT,,,,,,nsubj:1 | obj:1,stay:1 | retain:1,,
urge,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:2,feel:1 | have:1,,
vase,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:2,,,
victim,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,advcl:1 | obj:1,feel:1 | fall:1,,
visualization,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1 | obl:1,synchronize:1,project:1,
warning,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1 | obj:1,give:1,,
waterslide,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
webpage,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1 | conj:1,check:1,cite:1,
worldbuilding,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1 | conj:1,,,
worry,NOUN+PROPN,2,2,1.0,1,,,NOUN,,DISCOURSE,,I:22 | AI:1 | which:1 | it:1,I:3 | deal:1,lose:3 | devalue:1 | leave:1 | replace:1 | make:1,impact:1 | fact:1 | artist:1 | way:1 | all:1,obj:1 | nsubj:1,discuss:1 | be:1,big:1,
ya,NOUN+PROPN,2,2,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
Mission,NOUN+PROPN,1,4,4.0,4,,,NOUN,,CONCEPT,,,,,,compound:3 | nsubj:1,have:1,impossible:1,
candy,NOUN+PROPN,1,4,4.0,4,,,NOUN,,UNCLEAR,,,,,,compound:1 | obl:1 | obj:1 | appos:1,base:1 | suggest:1,fictional:1,Harry:1
plush,NOUN+PROPN,1,4,4.0,4,,,NOUN,,UNCLEAR,,,,,,compound:2 | obl:1 | nsubj:pass:1,put:1 | sew:1,,
village,NOUN+PROPN,1,4,4.0,4,,,NOUN,,UNCLEAR,,,,,,nmod:3 | obl:1,go:1,small:1,
Gen,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,compound:3,,,
HueForge,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,xcomp:1 | obl:1 | nmod:1,call:1 | set:1,,
Survival,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,compound:3,,,
Z,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,compound:3,,,
beginner,NOUN+PROPN,1,3,3.0,3,,,NOUN,,AGENT,,,,,,obl:1 | compound:1 | xcomp:1,target:1,,
corgis,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,obl:1 | obj:1 | conj:1,ask:1 | give:1,,
enclosure,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,obj:2 | nmod:1,purchase:1 | drill:1,,
found,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,obl:2 | nmod:1,muse:1 | flash:1,,
grandparent,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,conj:1 | nmod:1 | obj:1,composite:1,good:1,
horror,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,compound:3,,,Survival:2
rating,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,nmod:2 | obj:1,report:1,mean:1,participant:1
sculpture,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,nmod:2 | obl:1,compare:1,paint:2 | carve:1 | premade:1 | print:1,colour:1
tcg,NOUN+PROPN,1,3,3.0,3,,,NOUN,,UNCLEAR,,,,,,nmod:2 | compound:1,,,
Confederation,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,nmod:2,,Canadian:1,
Cy,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,flat:1 | nmod:poss:1,,,
HR,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
Hardware,NOUN+PROPN,1,2,2.0,2,,,NOUN,,TECH,,,,,,obl:1 | obj:1,add:1,,restoration:2
Moonlight,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obj:1 | obl:1,think:1 | be:1,,
Oscar,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:2,win:1,,
PB,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obl:1 | nmod:1,work:1,,
Saltmarsh,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,nmod:1 | compound:1,,,
Solar,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
Team,NOUN+PROPN,1,2,2.0,2,,,NOUN,WORK_CONTEXT,CONTEXT,,,,,,ccomp:1 | nmod:1,tell:1,,
Template,NOUN+PROPN,1,2,2.0,2,,,NOUN,,ARTIFACT,,,,,,obj:1 | conj:1,search:1,,Movie:1 | Pitch:1 | Letter:1
Thinglink,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,xcomp:1 | nmod:poss:1,call:1,,
Twombly,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,flat:2,,,
advisor,NOUN+PROPN,1,2,2.0,2,,,NOUN,,AGENT,,,,,,compound:1 | advcl:1,prompt:1,financial:1,
