lemma,pos_group,doc_count,total_count,ChatGPT_suggested_category,Claude_suggested_category,Claude_notes,top_clusters,top_subjects,top_objects,top_comps,top_obls,top_noun_roles,top_head_verbs,top_amod,top_compound
option,NOUN,22,23,UNCLEAR,PROCESS,,"Art, design, crafts:11 | Fiction writing:5 | Audiovisual:3",,,,,obj:13 | conj:3 | nmod:3 | obl:2 | appos:1,have:4 | explore:2 | love:1 | keep:1 | provide:1,different:2 | creative:1 | possible:1 | final:1 | available:1,mockup:1 | depth:1 | performance:1 | box:1 | remodeling:1
planning,NOUN,22,23,UNCLEAR,PROCESS,,"Art, design, crafts:9 | Audiovisual:6 | Content writing:6",,,,,compound:7 | conj:5 | nmod:5 | obj:2 | obl:2,require:1 | outline:1 | turn:1 | use:1,more:1 | social:1,business:2 | lesson:1 | product:1 | calendar:1 | budgetary:1
space,NOUN,22,22,UNCLEAR,DISCOURSE,,"Art, design, crafts:13 | Fiction writing:3 | Audiovisual:2",,,,,nmod:8 | obl:7 | conj:2 | obj:2 | nsubj:1,become:1 | design:1 | fit:1 | believe:1 | avoid:1,creative:2 | many:1 | extra:1 | social:1 | online:1,design:2 | music:1 | production:1 | cricut:1 | media:1
thanks,NOUN,22,22,UNCLEAR,DISCOURSE,Discourse marker; expressions of gratitude,"Fiction writing:7 | Art, design, crafts:5 | Audiovisual:4",,,,,root:15 | discourse:4 | obl:unmarked:3,cover:1 | sound:1 | make:1 | deliver:1,,
song,NOUN,21,30,CREATIVE_ARTIFACT,ARTIFACT,,"Audiovisual:26 | Fiction writing:2 | Art, design, crafts:1",,,,,obj:12 | nmod:6 | compound:5 | obl:4 | conj:2,write:4 | edit:1 | pitch:1 | receive:1 | produce:1,few:1 | popular:1 | different:1 | complete:1 | original:1,writing:1 | pop:1 | rock:1
audio,NOUN,21,29,UNCLEAR,TECH,,Audiovisual:14 | Mix:10 | Fiction writing:4,,,,,compound:14 | obj:5 | conj:4 | obl:4 | nmod:2,mix:2 | involve:1 | analyze:1 | split:1 | sculpt:1,digital:1 | record:1,game:1 | editing:1
money,NOUN,21,27,TIME_RESOURCE,CONTEXT,,"Fiction writing:14 | Art, design, crafts:6 | Content writing:4",,,,,obj:15 | obl:4 | conj:3 | nmod:3 | xcomp:1,make:12 | hit:1 | stiff:1 | earn:1 | donate:1,less:2 | decent:1 | most:1 | much:1 | more:1,
fiction,NOUN,21,25,UNCLEAR,ARTIFACT,,Fiction writing:20 | Content writing:5,,,,,conj:5 | compound:5 | obl:5 | nmod:4 | obj:3,write:1 | work:1 | flood:1 | churn:1 | shuffle:1,literary:3 | creative:2 | short:2 | formulaic:1 | create:1,flash:2 | science:2
ChatGPT,NOUN,21,24,AI_TECH,TECH,,"Audiovisual:7 | Content writing:7 | Art, design, crafts:6",,,,,obj:7 | nsubj:4 | nmod:4 | iobj:2 | conj:2,use:7 | give:3 | ask:2 | tell:1 | know:1,,
answer,NOUN,21,23,META_RESEARCH,DISCOURSE,,"Art, design, crafts:10 | Content writing:4 | Fiction writing:3",it:3 | I:2 | that:1 | what:1 | this:1,question:12 | everything:1 | bunch:1 | who:1,,question:1 | character:1,obj:12 | obl:5 | nsubj:4 | nmod:1 | compound:1,get:4 | give:3 | use:2 | find:1 | vary:1,last:1 | appropriate:1 | possible:1 | actual:1 | specific:1,
reference,NOUN,21,23,UNCLEAR,RESOURCE,,"Art, design, crafts:12 | Fiction writing:5 | Mix:3",,,,,compound:9 | obj:6 | obl:6 | nmod:1 | nsubj:1,find:2 | use:2 | hone:1 | write:1 | edit:1,exact:1 | potential:1 | future:1 | good:1 | easy:1,character:1
effect,NOUN,21,22,UNCLEAR,DISCOURSE,,"Art, design, crafts:8 | Mix:5 | Audiovisual:4",,,,,obj:7 | conj:7 | nmod:4 | obl:3 | root:1,have:3 | create:2 | use:2 | write:1 | give:1,visual:3 | exciting:1 | devastating:1 | practical:1 | different:1,sound:4 | Coriolis:1 | twilight:1 | light:1 | ability:1
issue,NOUN,21,22,UNCLEAR,DISCOURSE,,"Content writing:7 | Art, design, crafts:5 | Audiovisual:4",,,,,obj:7 | obl:6 | nsubj:outer:3 | conj:2 | nmod:2,check:1 | work:1 | see:1 | fix:1 | look:1,main:1 | truthful:1 | major:1 | ethical:1 | potential:1,time:1 | flow:1 | writing:1
course,NOUN,21,21,UNCLEAR,DISCOURSE,,"Art, design, crafts:9 | Fiction writing:6 | Content writing:4",,,,,fixed:16 | obl:3 | nmod:1 | compound:1,outline:1 | help:1,online:1,jazz:1
picture,NOUN,20,26,UNCLEAR,ARTIFACT,,"Art, design, crafts:15 | Mix:5 | Audiovisual:3",,,,,obj:14 | obl:5 | compound:4 | nsubj:1 | advcl:1,edit:2 | paint:2 | treat:1 | add:1 | attach:1,original:2 | old:1 | black:1 | horrible:1 | clear:1,wip:1
self,NOUN,20,22,UNCLEAR,DISCOURSE,,"Fiction writing:11 | Art, design, crafts:4 | Audiovisual:3",,,,,compound:20 | nmod:1 | obl:1,publish:8 | maintain:1 | employ:1 | edit:1,,author:1
flow,NOUN,20,21,UNCLEAR,PROCESS,,"Fiction writing:7 | Art, design, crafts:6 | Content writing:4",juice:2 | that:2 | benefit:1 | which:1 | information:1,,good:2 | smooth:1,name:1 | manner:1 | I:1 | story:1,obj:7 | obl:6 | nsubj:4 | conj:2 | compound:2,break:2 | stay:1 | unblock:1 | set:1 | go:1,creative:1 | natural:1 | cognitive:1 | typical:1,work:4 | signal:2 | project:1
event,NOUN,19,31,UNCLEAR,DISCOURSE,,"Art, design, crafts:15 | Fiction writing:7 | Audiovisual:5",,,,,obl:8 | obj:6 | compound:5 | conj:5 | nsubj:3,create:2 | link:2 | happen:1 | describe:1 | follow:1,specific:2 | historical:1 | entire:1 | new:1 | local:1,plot:1 | school:1 | series:1 | world:1 | holiday:1
eye,NOUN,19,26,UNCLEAR,DISCOURSE,,"Art, design, crafts:12 | Fiction writing:6 | Audiovisual:4",,,,,nmod:9 | obj:8 | obl:5 | compound:2 | nsubj:1,have:2 | look:2 | come:1 | want:1 | happen:1,human:2 | red:1 | own:1 | googly:1 | polished:1,plastic:2 | googly:1
software,NOUN,19,25,AI_TECH,TECH,,"Art, design, crafts:15 | Fiction writing:5 | Audiovisual:2",,,,,obl:7 | nmod:6 | compound:4 | obj:4 | conj:3,use:2 | have:2 | force:1 | rely:1 | purchase:1,denoise:1 | complex:1 | creative:1,AI:5 | editing:2 | oil:1 | company:1 | production:1
system,NOUN,19,25,AI_TECH,TECH,,"Fiction writing:7 | Mix:7 | Art, design, crafts:5",,,,,obl:7 | obj:6 | nmod:4 | compound:3 | conj:2,use:3 | prompt:1 | orbit:1 | game:1 | develop:1,valuable:1 | package:1 | generative:1 | run:1 | custom:1,support:3 | AI:2 | storm:1 | star:1 | D&D:1
web,NOUN,19,23,UNCLEAR,TECH,,"Art, design, crafts:13 | Content writing:6 | Fiction writing:4",,,,,compound:15 | obl:4 | conj:2 | nmod:1 | obj:1,scrape:1 | search:1 | write:1 | go:1 | push:1,whacky:1 | wide:1,world:1
number,NOUN,19,22,UNCLEAR,RESOURCE,,"Art, design, crafts:8 | Fiction writing:7 | Content writing:4",,,,,obj:7 | obl:6 | nsubj:4 | root:2 | nmod:2,be:4 | require:1 | use:1 | crank:1 | create:1,certain:1 | massive:1 | increase:1 | large:1,x:1 | enneagram:1
need,NOUN,19,21,UNCLEAR,DISCOURSE,,"Art, design, crafts:73 | Fiction writing:42 | Content writing:31",I:100 | it:11 | we:9 | that:8 | you:6,help:15 | that:7 | it:6 | work:2 | voice:2,do:8 | make:5 | figure:4 | write:3 | specific:3,project:3 | image:3 | example:2 | realism:1 | purpose:1,obj:15 | obl:3 | nmod:1 | nsubj:pass:1 | nsubj:1,fit:4 | feel:3 | start:1 | satisfy:1 | fulfil:1,specific:2 | decrease:1 | personal:1 | new:1,
search,NOUN,19,21,UNCLEAR,PROCESS,,"Fiction writing:12 | Art, design, crafts:6 | Content writing:3",I:3 | it:1 | we:1,verse:1 | myself:1 | Template:1 | Pinterest:1 | web:1,,internet:2 | inspiration:2 | for:2 | image:2 | canvas:1,compound:11 | nsubj:4 | obj:3 | appos:1 | obl:1,do:2 | prompt:1 | require:1 | enable:1 | become:1,simple:1 | initial:1 | advanced:1,Google:4 | internet:2 | web:2
source,NOUN,19,21,UNCLEAR,RESOURCE,,"Art, design, crafts:6 | Fiction writing:6 | Content writing:4",,,,,obl:7 | obj:5 | nmod:4 | nsubj:pass:1 | conj:1,pull:3 | give:2 | base:1 | read:1 | find:1,more:2 | several:1 | scatter:1 | main:1 | secondary:1,income:1 | .org:1
service,NOUN,18,25,UNCLEAR,CONTEXT,,"Content writing:10 | Audiovisual:8 | Art, design, crafts:4",,,,,compound:8 | obj:6 | nmod:4 | conj:3 | obl:2,grab:1 | employ:1 | do:1 | describe:1 | provide:1,generative:1 | cheap:1 | straight:1 | actual:1 | specific:1,AI:2 | hour:1 | church:1 | imaging:1 | be:1
chat,NOUN,18,22,UNCLEAR,TECH,,"Mix:10 | Fiction writing:6 | Art, design, crafts:5",,,,,obl:7 | compound:5 | obj:5 | nmod:4 | root:1,feed:2 | chit:1 | put:1 | set:1 | write:1,new:2 | long:1 | early:1 | fresh:1 | quick:1,AI:1
board,NOUN,18,21,UNCLEAR,ARTIFACT,"Artifact; mood board, whiteboard, storyboard","Content writing:11 | Art, design, crafts:6 | Audiovisual:2",,,,,obl:6 | compound:6 | conj:3 | ccomp:2 | root:2,use:5 | imagine:1 | create:1 | go:1,sound:2 | good:1 | share:1 | great:1 | useful:1,sound:7 | mood:2 | player:1 | draw:1
purpose,NOUN,18,21,UNCLEAR,CONCEPT,,"Art, design, crafts:7 | Content writing:6 | Fiction writing:5",,,,,obj:8 | obl:8 | compound:2 | root:1 | nsubj:outer:1,use:3 | fit:2 | defeat:2 | utilize:2 | fill:1,technical:1 | different:1 | similar:1 | corporate:1,research:2 | training:1 | brainstorming:1 | thesaurus:1
graphic,NOUN,18,20,UNCLEAR,ARTIFACT,,"Art, design, crafts:8 | Audiovisual:4 | Content writing:4",,,,,obj:7 | conj:6 | nmod:4 | obl:2 | compound:1,create:2 | generate:1 | sell:1 | need:1 | produce:1,supplementary:1 | traditional:1 | more:1 | internal:1 | inspirational:1,sermon:1 | media:1 | 2nd:1 | motion:1
month,NOUN,18,20,TIME_RESOURCE,RESOURCE,,"Fiction writing:12 | Art, design, crafts:3 | Audiovisual:3",,,,,obl:unmarked:8 | obl:6 | nmod:3 | obj:1 | nmod:unmarked:1,take:2 | churn:2 | begin:1 | recall:1 | make:1,past:3 | several:1 | few:1,AI:1
subject,NOUN,18,20,UNCLEAR,DISCOURSE,,"Fiction writing:9 | Art, design, crafts:8 | Mix:2",,,,,obj:5 | obl:4 | compound:3 | nmod:3 | conj:3,recommend:2 | come:1 | handle:1 | light:1 | read:1,specific:1 | other:1 | particular:1 | choose:1 | tender:1,
note,NOUN,17,26,UNCLEAR,ARTIFACT,Polysemous: written item vs musical element,"Fiction writing:11 | Audiovisual:6 | Art, design, crafts:5",,,,,obj:10 | obl:4 | nmod:4 | nsubj:3 | conj:2,make:4 | take:2 | write:1 | generate:1 | gather:1,brief:1 | random:1 | messy:1 | more:1,Google:1 | character:1
effort,NOUN,17,20,TIME_RESOURCE,PROCESS,,"Fiction writing:9 | Art, design, crafts:5 | Content writing:4",,,,,nmod:7 | conj:6 | obj:5 | obl:1 | compound:1,make:2 | expend:1 | work:1 | require:1 | harm:1,much:2 | creative:2 | conscious:1,marketing:1
set,NOUN,17,20,UNCLEAR,DISCOURSE,,"Audiovisual:7 | Fiction writing:7 | Art, design, crafts:5",it:4 | I:4 | novel:2 | computer:1 | preference:1,conflict:1 | slew:1 | sequence:1 | tone:1 | schedule:1,,location:2 | storyline:1 | rio:1 | HueForge:1 | idea:1,obl:8 | obj:5 | conj:2 | compound:1 | acl:relcl:1,have:2 | develop:1 | use:1 | enquire:1 | write:1,specific:1 | second:1 | initial:1 | extra:1 | external:1,skill:2 | standup:1
Google,NOUN,17,19,UNCLEAR,TECH,,"Fiction writing:8 | Art, design, crafts:5 | Audiovisual:2",,,,,compound:9 | obl:3 | nmod:poss:2 | conj:2 | nsubj:1,use:1 | find:1 | ask:1,,
version,NOUN,17,19,UNCLEAR,TECH,,Mix:7 | Audiovisual:4 | Content writing:4,,,,,obl:6 | nmod:3 | nsubj:2 | obj:2 | root:1,ask:2 | have:2 | delete:1 | sound:1 | piece:1,different:2 | new:2 | next:1 | digital:1 | pare:1,print:1 | fantasy:1 | draft:1
order,NOUN,17,18,UNCLEAR,PROCESS,Polysemous: sequence vs command,"Art, design, crafts:5 | Fiction writing:5 | Content writing:4",,,,,fixed:9 | obl:4 | conj:2 | obj:2 | ccomp:1,put:1 | go:1 | write:1 | receive:1 | have:1,random:1 | biblical:1 | good:1 | solid:1,
thinking,NOUN,17,18,UNCLEAR,PROCESS,"Process noun; thought process, ""design thinking""","Art, design, crafts:5 | Fiction writing:5 | Audiovisual:4",,,,,obj:7 | compound:5 | nmod:3 | conj:2 | obl:1,get:1 | supplant:1 | clarify:1 | promote:1 | prompt:1,creative:2 | critical:2 | good:1 | old:1 | fashioned:1,GPT:1
admin,NOUN,17,17,UNCLEAR,PROCESS,Process; administrative tasks/work,"Art, design, crafts:10 | Audiovisual:6 | Content writing:1",,,,,compound:14 | conj:1 | nmod:1 | obl:1,use:1,general:1,
knowledge,NOUN,17,17,UNCLEAR,RESOURCE,,"Art, design, crafts:8 | Content writing:4 | Mix:3",,,,,obj:6 | obl:4 | compound:4 | conj:1 | nmod:1,have:5 | come:1 | require:1 | feel:1 | combine:1,prior:2 | niche:1 | more:1 | enough:1 | advanced:1,model:1
situation,NOUN,17,17,UNCLEAR,DISCOURSE,,Fiction writing:10 | Audiovisual:2 | Content writing:2,,,,,obl:7 | obj:4 | nmod:3 | conj:2 | root:1,brainstorm:2 | use:2 | write:1 | make:1 | have:1,evolve:1 | sticky:1 | ongoing:1 | few:1,brainstorming:1
development,NOUN,16,22,UNCLEAR,PROCESS,,"Content writing:7 | Art, design, crafts:6 | Fiction writing:5",,,,,conj:8 | nmod:6 | obl:3 | compound:2 | root:1,use:2 | need:1,initial:1 | early:1 | modern:1 | strong:1,AI:2 | web:2 | Android:2 | character:1 | plot:1
gap,NOUN,16,19,UNCLEAR,DISCOURSE,,"Content writing:7 | Art, design, crafts:4 | Fiction writing:4",,,,,obj:16 | nmod:1 | compound:1 | nsubj:1,fill:9 | identify:3 | bridge:2 | be:1 | shorten:1,human:1,skill:1 | knowledge:1
problem,NOUN,16,19,UNCLEAR,DISCOURSE,,"Content writing:8 | Art, design, crafts:4 | Audiovisual:3",,,,,obl:5 | root:4 | obj:4 | nsubj:2 | nmod:2,work:1 | have:1 | create:1 | look:1 | present:1,big:3 | grow:1 | other:1 | new:1 | more:1,
creative,NOUN,16,18,UNCLEAR,CONCEPT,,"Art, design, crafts:10 | Audiovisual:4 | Fiction writing:4",,,,,nmod:5 | nsubj:3 | obj:2 | conj:2 | nmod:poss:2,hire:1 | put:1 | attract:1 | take:1 | embrace:1,other:2 | more:2 | skilled:1 | digital:1 | generalist:1,contract:1 | focus:1
datum,NOUN,16,18,UNCLEAR,RESOURCE,"Resource; data point, information unit","Content writing:10 | Art, design, crafts:4 | Audiovisual:2",,,,,obj:6 | nmod:4 | conj:3 | appos:2 | compound:2,rely:1 | supply:1 | visualize:1 | extract:1 | have:1,raw:2 | correct:1 | specific:1 | more:1,midi:1 | customer:1 | training:1 | cross:1 | check:1
industry,NOUN,16,18,WORK_CONTEXT,CONTEXT,,"Art, design, crafts:7 | Audiovisual:4 | Fiction writing:3",,,,,nmod:6 | compound:3 | obl:2 | obj:2 | nsubj:pass:2,work:1 | hurt:1 | expose:1 | end:1 | wipe:1,specific:2 | creative:1 | other:1 | hard:1 | many:1,funeral:1 | film:1 | photography:1 | voice:1 | acting:1
use,VERB,479,961,WORKFLOW,WORKFLOW,,"Art, design, crafts:317 | Fiction writing:254 | Content writing:144",I:462 | AI:14 | we:12 | it:10 | that:10,AI:315 | it:188 | tool:44 | that:24 | model:22,generate:11 | do:6 | write:6 | help:5 | create:3,for:13 | way:13 | writing:12 | example:10 | task:9,obj:15 | obl:14 | nsubj:11 | conj:6 | compound:5,make:6 | require:2 | think:2 | criticize:1 | forbid:1,great:2 | recent:2 | intrigue:2 | main:1 | excessive:1,AI:6 | ease:1
have,VERB,469,738,WORKFLOW,ACCESS,"Very generic auxiliary/possession verb; top objects: idea, concern, AI, question, time","Art, design, crafts:237 | Fiction writing:189 | Content writing:128",I:385 | it:39 | that:22 | we:18 | they:16,idea:34 | concern:26 | AI:22 | question:20 | time:16,do:26 | go:10 | create:7 | spend:7 | make:6,example:12 | mind:5 | project:4 | past:4 | work:4,,,,
think,VERB,284,393,WORKFLOW,ATTITUDE,Polysemous: cognitive vs attitude; subjects heavily I-dominated,"Fiction writing:112 | Art, design, crafts:109 | Content writing:60",I:320 | it:4 | you:3 | person:2 | they:2,that:8 | more:3 | which:2 | card:1 | Moonlight:1,be:11 | have:10 | get:10 | continue:10 | help:9,of:8 | it:5 | that:5 | about:4 | AI:3,,,,
do,VERB,264,408,WORKFLOW,WORKFLOW,,"Art, design, crafts:137 | Fiction writing:113 | Content writing:65",I:131 | it:23 | AI:13 | they:7 | that:6,that:23 | it:21 | this:20 | work:20 | thing:17,good:2 | quick:2 | honest:1 | pre-internet:1 | googl:1,I:7 | own:6 | project:4 | they:4 | AI:3,,,,
make,VERB,262,403,DELEGATE,PRODUCE,"Context-dependent: produce vs cause; top objects: sense, decision; top comps: sure, easy, feel","Fiction writing:133 | Art, design, crafts:121 | Content writing:59",I:52 | it:38 | that:15 | AI:14 | what:5,it:30 | sense:22 | I:19 | they:15 | decision:12,sure:34 | easy:15 | feel:10 | look:8 | hard:6,I:7 | year:3 | it:2 | material:2 | AI:2,,,,
help,VERB,236,350,WORKFLOW,ASSIST,,"Art, design, crafts:109 | Fiction writing:107 | Content writing:53",it:52 | AI:43 | that:15 | I:9 | which:6,I:164 | we:7 | they:5 | lot:5 | you:3,create:16 | come:16 | brainstorm:15 | get:13 | write:6,that:9 | research:6 | process:3 | task:2 | stage:2,obj:24 | obl:20 | nsubj:4 | compound:1 | ccomp:1,need:15 | ask:10 | get:5 | reach:2 | have:2,extra:4 | little:2 | more:2 | quick:1 | great:1,brainstorming:1 | hashtag:1
get,VERB,235,318,WORKFLOW,ACCESS,"Polysemous: obtain, understand, become; top objects: idea, image, feedback","Fiction writing:90 | Art, design, crafts:79 | Audiovisual:57",I:79 | it:14 | AI:11 | we:6 | they:6,idea:18 | it:10 | image:9 | AI:8 | feedback:8,good:27 | do:9 | flow:6 | right:5 | close:5,AI:4 | time:3 | it:2 | place:2 | how:2,,,,
create,VERB,201,309,DELEGATE,PRODUCE,,"Art, design, crafts:143 | Fiction writing:57 | Mix:40",I:48 | that:10 | AI:8 | it:5 | this:3,content:15 | image:14 | art:8 | asset:8 | idea:7,quick:1 | use:1 | intrigue:1,own:4 | AI:4 | scratch:4 | idea:3 | I:2,,,,
write,VERB,198,310,DELEGATE,PRODUCE,,"Fiction writing:150 | Content writing:67 | Art, design, crafts:37",I:108 | AI:6 | it:4 | that:4 | they:3,story:15 | book:15 | novel:9 | it:8 | that:8,good:1 | allow:1 | amount:1 | wise:1 | use:1,they:5 | scratch:3 | about:3 | I:3 | something:2,,,,
want,VERB,192,249,DISCOURSE,ATTITUDE,,"Fiction writing:83 | Art, design, crafts:75 | Content writing:35",I:183 | they:9 | who:8 | you:7 | person:4,it:22 | AI:7 | that:6 | something:4 | I:3,make:9 | use:8 | look:7 | see:7 | change:5,instance:2 | trailor:1 | term:1 | life:1 | it:1,,,,
take,VERB,189,237,WORKFLOW,ACCESS,"Polysemous: obtain, require; top objects: time, job, lot, work","Art, design, crafts:79 | Fiction writing:70 | Content writing:36",I:41 | it:38 | that:17 | AI:15 | which:5,time:14 | it:10 | job:8 | lot:8 | work:8,easy:1 | travel:1 | long:1 | photoshopp:1 | suggest:1,it:4 | I:3 | there:2 | point:2 | that:2,,,,
work,VERB,186,244,WORKFLOW,WORKFLOW,,"Art, design, crafts:83 | Fiction writing:55 | Content writing:39",I:105 | it:17 | that:9 | AI:5 | who:4,that:3 | way:2 | movement:1 | this:1 | it:1,good:1 | continue:1 | hard:1 | great:1 | create:1,on:19 | project:11 | with:10 | AI:9 | it:8,obj:103 | nmod:97 | obl:65 | nsubj:28 | compound:11,do:20 | use:11 | take:9 | create:7 | have:7,creative:52 | own:7 | more:4 | write:4 | personal:3,grunt:4 | design:3 | quality:3 | admin:3 | editing:2
feel,VERB,185,268,DISCOURSE,ATTITUDE,"Polysemous: emotion vs sensation; top comps: confident, overwhelmed, bad, okay","Art, design, crafts:92 | Fiction writing:83 | Content writing:38",I:158 | it:28 | that:8 | AI:3 | reader:2,that:3 | need:3 | urge:1 | fraud:1 | liker:1,confident:6 | overwhelm:5 | bad:5 | okay:4 | nice:4,control:4 | I:3 | way:3 | it:2 | bit:2,,,,
go,VERB,174,213,UNCLEAR,ACCESS,"Very generic movement/process verb; used with direction, process, story","Art, design, crafts:73 | Fiction writing:63 | Content writing:30",I:50 | that:11 | we:9 | it:8 | they:4,that:2 | which:1 | bye:1 | route:1 | line:1,make:3 | have:2 | end:2 | use:2 | do:2,process:5 | AI:4 | direction:4 | it:3 | story:3,,,,
find,VERB,171,208,WORKFLOW,ACCESS,"Polysemous: discover vs consider; top comps: useful, helpful, easy; ""find myself""","Art, design, crafts:64 | Fiction writing:49 | Content writing:42",I:113 | we:4 | person:3 | who:2 | you:1,myself:21 | way:11 | it:10 | that:8 | image:6,useful:9 | use:8 | helpful:5 | easy:4 | need:3,experience:2 | idea:2 | it:2 | AI:2 | website:1,,,,
see,VERB,166,226,UNCLEAR,ACCESS,"Polysemous: perceive, understand; top comps: use, change, become; often ""see X as Y""","Art, design, crafts:72 | Fiction writing:67 | Content writing:36",I:118 | we:8 | you:3 | this:1 | he:1,it:28 | myself:18 | AI:13 | that:7 | this:5,use:13 | change:6 | become:5 | be:5 | get:4,tool:6 | term:2 | demo:1 | life:1 | moment:1,,,,
come,VERB,163,211,UNCLEAR,ACCESS,"Often ""come up with""; top obliques: idea, with, mind, name","Art, design, crafts:63 | Fiction writing:57 | Mix:50",it:37 | I:29 | AI:11 | that:8 | model:3,that:3 | time:1 | idea:1 | same:1,light:1 | realise:1 | need:1 | see:1 | realistic:1,idea:39 | with:10 | mind:5 | from:5 | name:5,,,,
give,VERB,159,215,WORKFLOW,ASSIST,,"Art, design, crafts:76 | Fiction writing:59 | Mix:32",I:33 | it:27 | AI:12 | that:9 | model:7,I:98 | idea:26 | it:13 | suggestion:9 | AI:6,animate:1 | start:1 | move:1 | opinion:1 | have:1,example:3 | project:2 | ChatGPT:2 | time:2 | manager:1,,,,
ask,VERB,158,243,WORKFLOW,COMMUNICATE,,"Art, design, crafts:70 | Fiction writing:68 | Content writing:52",I:126 | model:2 | they:2 | you:2 | it:2,it:46 | AI:42 | question:26 | model:16 | I:4,generate:11 | create:10 | write:7 | give:6 | make:6,help:10 | example:8 | feedback:7 | list:6 | idea:5,,,,
be,VERB,153,184,UNCLEAR,STATE,"Copular verb; subjects: it, lot, person, way","Fiction writing:59 | Art, design, crafts:49 | Audiovisual:31",it:15 | lot:15 | person:8 | I:7 | way:6,which:1 | that:1,creative:1 | sound:1 | tell:1,example:3 | text:1 | term:1 | photo:1 | case:1,,,,
need,VERB,143,197,DISCOURSE,ATTITUDE,"Polysemous: require vs desire; top objects: help, that, work, voice","Art, design, crafts:73 | Fiction writing:42 | Content writing:31",I:100 | it:11 | we:9 | that:8 | you:6,help:15 | that:7 | it:6 | work:2 | voice:2,do:8 | make:5 | figure:4 | write:3 | specific:3,project:3 | image:3 | example:2 | realism:1 | purpose:1,obj:15 | obl:3 | nmod:1 | nsubj:pass:1 | nsubj:1,fit:4 | feel:3 | start:1 | satisfy:1 | fulfil:1,specific:2 | decrease:1 | personal:1 | new:1,
generate,VERB,127,186,DELEGATE,PRODUCE,,"Art, design, crafts:66 | Mix:38 | Audiovisual:33",it:8 | AI:6 | I:6 | lot:3 | that:3,image:22 | idea:13 | something:6 | music:4 | content:3,take:1,second:3 | conversation:3 | AI:2 | I:2 | input:2,,,,
say,VERB,125,145,DISCOURSE,COMMUNICATE,,"Art, design, crafts:46 | Fiction writing:43 | Mix:28",I:68 | that:10 | AI:4 | you:4 | it:4,something:3 | it:3 | thing:2 | nothing:1 | line:1,drive:4 | want:4 | give:3 | change:2 | help:2,example:4 | Instagram:1 | body:1 | session:1 | gospel:1,,,,
look,VERB,120,161,UNCLEAR,ACCESS,"Polysemous: visual, search, appear; top comps: good, realistic; top obls: for, like","Art, design, crafts:66 | Fiction writing:30 | Content writing:25",I:44 | it:13 | that:7 | they:6 | you:5,what:4 | that:2 | thing:1 | AI:1 | same:1,good:9 | realistic:2 | bad:2 | perfect:2 | cool:2,for:15 | like:11 | it:4 | angle:3 | way:3,,,,
know,VERB,120,149,WORKFLOW,COGNITION,,"Fiction writing:50 | Art, design, crafts:49 | Mix:25",I:66 | you:11 | who:9 | it:7 | they:7,how:13 | what:12 | thing:4 | it:3 | anything:3,good:5 | say:4 | have:4 | be:3 | use:3,example:2 | I:1 | process:1 | AI:1 | word:1,,,,
sound,VERB,110,117,DISCOURSE,STATE,"Appearance/evidential verb; top comps: good, great, right, human","Art, design, crafts:39 | Fiction writing:31 | Content writing:20",that:30 | it:6 | they:2 | version:1 | which:1,touch:1 | cutter:1,good:52 | great:22 | right:4 | fine:4 | human:3,I:13 | voice:2 | artist:1 | sibling:1 | brand:1,compound:21 | obj:4 | obl:2 | appos:1 | parataxis:1,make:1 | test:1 | accept:1 | detect:1 | experiment:1,cheesy:1 | bad:1 | high:1 | intend:1,quality:1
start,VERB,107,127,WORKFLOW,WORKFLOW,,"Art, design, crafts:39 | Fiction writing:38 | Content writing:25",I:42 | we:7 | it:6 | person:4 | project:3,process:3 | project:3 | scene:2 | one:2 | conversation:2,use:7 | see:4 | write:3 | research:2 | look:2,idea:3 | with:2 | brainstorming:2 | way:1 | need:1,,,,
try,VERB,106,123,EXPLORE,EXPLORE,,"Art, design, crafts:2 | Content writing:2 | Fiction writing:1",I:54 | you:2 | person:2 | tool:2 | we:1,it:4 | thing:3 | model:3 | take:1 | name:1,use:13 | do:8 | make:6 | find:5 | say:3,instrumental:1 | client:1 | role:1 | part:1 | scenario:1,,,,
like,VERB,86,108,DISCOURSE,ATTITUDE,,"Art, design, crafts:38 | Fiction writing:24 | Content writing:21",I:97 | we:4 | you:3 | who:1 | person:1,that:4 | result:3 | idea:2 | something:1 | writing:1,use:14 | see:9 | think:7 | get:4 | take:3,future:2 | art:2 | TikTok:1 | Cricut:1 | one:1,,,,
change,VERB,84,101,UNCLEAR,MODIFY,,"Art, design, crafts:11 | Fiction writing:5 | Content writing:3",it:6 | that:5 | I:5 | this:4 | AI:4,much:5 | process:4 | color:4 | most:3 | word:3,more:1 | think:1 | publish:1 | focus:1,work:3 | I:3 | way:2 | year:2 | image:2,obj:10 | nsubj:6 | obl:2 | nmod:2 | compound:1,make:5 | hammer:1 | involve:1 | look:1 | help:1,big:4 | multiple:1 | small:1 | overall:1 | most:1,feature:1 | game:1 | AI:1 | topic:1 | climate:1
become,VERB,79,88,UNCLEAR,STATE,,"Fiction writing:33 | Art, design, crafts:21 | Mix:12",AI:15 | it:8 | I:4 | person:2 | process:2,something:1,advanced:3 | easy:3 | flood:2 | refine:2 | sophisticated:2,influence:1 | AI:1 | feature:1 | year:1 | time:1,,,,
